0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
0,1,-1,-1,-1,-1,-1,-1,-1,1,2,3,0,-1,-1,-1,-1,-1,-1,3,0,1,2,3,0,-1,4,14,13,21,13,14,6,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,-1,-1,7,19,-1,-1,-1,20,9,4,14,13,5,28,6,-1
0,-1,4,14,5,5,5,5,6,-1,-1,25,23,23,23,24,-1,-1,-1,-1,0,1,2,3,-1,-1,7,-1,-1,-1,-1,-1,9,7,18,-1,-1,-1,9,-1
0,-1,7,15,-1,-1,-1,-1,9,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,-1,-1,10,5,-1,13,5,5,12,7,17,-1,-1,-1,9,-1
0,-1,7,-1,-1,-1,-1,-1,9,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,10,5,5,13,-1,12,-1
0,-1,10,11,13,-1,11,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,0,1,2,-1,0,1,2,3,0,-1,-1,-1,-1,-1,-1,3
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,23,23,23,24,-1,-1,-1,-1,1,2,3,0,1,2,-1,0,1,2,3,0,1,2,3,0,-1,2,3
1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,2,3,3,1,-1,-1,-1,-1,-1,3,3,1,2,3,3,1,-1,3,3
0,1,2,3,0,-1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,0,-1,-1,-1,-1,-1,-1,3,0,1,2,-1,-1,-1,-1,-1
0,1,2,3,0,-1,2,3,0,1,2,3,0,1,2,3,0,1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1
0,1,2,3,0,-1,2,3,0,1,2,3,0,1,2,3,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,2,3,0,-1,2,3,0,1,2,3,0,1,2,3,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,2,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,1,2,3,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,1,2,3,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,0,1,2,3,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
0,1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,0,1,2,3,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
0,1,2,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3
0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,-1,-1,-1,-1,-1,2,3
0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3
